age,workclass,marital-status,relationship,race,sex,hours-per-week,income,region,nivel_educativo,perfil_ocupacional,cat_capital-gain,cat_capital-loss,log_capital_gain,log_capital_loss
35,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
39,Local-gov,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
64,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Unmarried,Black,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,Local-gov,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
27,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,Latinoamerica,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
43,State-gov,Divorced,Unmarried,White,Female,50,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,37,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Own-child,Black,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_1,0.0,7.3796321526095525
39,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
63,Private,Married-civ-spouse,Wife,White,Female,35,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
37,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Escuela profesional,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
26,Federal-gov,Married-civ-spouse,Husband,Other,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
33,Private,Never-married,Not-in-family,White,Male,40,<=50K,Norteamerica_Otros,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,Self-emp-inc,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,70,<=50K,,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Own-child,White,Female,20,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
34,Private,Married-civ-spouse,Wife,White,Female,20,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
34,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
41,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
38,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
36,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
38,Private,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,40,<=50K,Asia,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
46,Self-emp-inc,Married-civ-spouse,Husband,White,Male,72,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_6,Nivel_4,11.512925464970229,0.0
43,Self-emp-not-inc,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,60,<=50K,Asia,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
49,Private,Widowed,Unmarried,White,Female,30,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
26,Local-gov,Never-married,Own-child,White,Female,35,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,Private,Divorced,Not-in-family,White,Female,35,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
54,Self-emp-inc,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
53,Private,Never-married,Not-in-family,Other,Female,40,<=50K,,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
24,Private,Never-married,Own-child,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Male,30,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
55,Local-gov,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
58,Self-emp-not-inc,Separated,Not-in-family,White,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
26,Private,Never-married,Other-relative,Black,Male,40,<=50K,,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
19,Private,Never-married,Other-relative,Black,Female,20,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
28,,Never-married,Unmarried,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
45,Private,Never-married,Not-in-family,White,Male,52,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Husband,White,Male,45,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
76,Private,Widowed,Unmarried,White,Female,33,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
47,Private,Separated,Unmarried,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
34,Private,Divorced,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,7.684783943522785,0.0
40,Private,Married-civ-spouse,Wife,White,Female,35,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Separated,Unmarried,White,Female,25,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Wife,White,Female,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
67,Private,Married-civ-spouse,Husband,White,Male,10,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_7,Nivel_4,9.269175157697076,0.0
24,Private,Married-civ-spouse,Wife,White,Female,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
43,Local-gov,Divorced,Unmarried,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
29,Private,Never-married,Unmarried,White,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
40,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
61,Federal-gov,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
45,Local-gov,Married-civ-spouse,Husband,White,Male,45,>50K,EEUU,Doctorado,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
21,State-gov,Never-married,Not-in-family,White,Female,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
58,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
52,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
34,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Other-relative,Black,Female,20,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,6.38856140554563,0.0
25,,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
46,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
54,Private,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
43,State-gov,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Maestría,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
25,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,Latinoamerica,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
21,Private,Never-married,Not-in-family,White,Female,25,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
65,Private,Divorced,Not-in-family,White,Male,50,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_7,Nivel_4,9.365547636278565,0.0
37,Private,Divorced,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
29,Private,Divorced,Not-in-family,White,Male,40,>50K,EEUU,Secundaria_Completa,Servicios,Nivel_7,Nivel_4,9.261128538808288,0.0
44,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
37,Federal-gov,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_7,Nivel_4,8.94754601503218,0.0
38,Private,Married-civ-spouse,Wife,Black,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,70,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_2,Nivel_4,8.519989278718239,0.0
32,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
44,Self-emp-not-inc,Separated,Unmarried,White,Male,60,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
39,,Married-civ-spouse,Wife,White,Female,30,<=50K,EEUU,Universitaria,,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Other-relative,White,Female,25,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
25,Self-emp-inc,Never-married,Not-in-family,White,Male,45,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Own-child,White,Female,28,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
47,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
47,Private,Divorced,Not-in-family,White,Female,45,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,45,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
68,,Married-civ-spouse,Husband,Amer-Indian-Eskimo,Male,40,<=50K,EEUU,Basica_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
50,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,8.04044688130311,0.0
47,Private,Divorced,Unmarried,White,Female,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,45,>50K,EEUU,Doctorado,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
21,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,7.685703061234547,0.0
35,Private,Divorced,Not-in-family,White,Female,40,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Wife,Asian-Pac-Islander,Female,40,<=50K,Asia,Universitaria,Servicios,Nivel_3,Nivel_4,0.0,0.0
17,Private,Never-married,Own-child,Black,Male,20,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
49,,Separated,Unmarried,White,Female,40,<=50K,Latinoamerica,Secundaria_Completa,,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Not-in-family,White,Male,60,<=50K,Latinoamerica,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Own-child,Black,Female,15,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,State-gov,Never-married,Own-child,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
50,Private,Married-civ-spouse,Husband,White,Male,2,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
51,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,38,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
27,Private,Married-civ-spouse,Husband,White,Male,30,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
27,Private,Never-married,Not-in-family,White,Female,20,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Never-worked,Divorced,Not-in-family,White,Male,35,<=50K,EEUU,Basica_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
20,State-gov,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
42,Private,Married-civ-spouse,Husband,White,Male,48,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
32,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_6,Nivel_4,11.512925464970229,0.0
45,Private,Married-civ-spouse,Husband,White,Male,38,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
35,Private,Widowed,Unmarried,White,Female,80,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
22,Private,Married-civ-spouse,Own-child,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
34,Private,Never-married,Unmarried,White,Female,38,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
28,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
38,Private,Divorced,Unmarried,White,Female,24,<=50K,EEUU,Universitaria,Servicios,Nivel_3,Nivel_4,0.0,0.0
48,Local-gov,Married-civ-spouse,Husband,White,Male,42,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
22,,Never-married,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,,Nivel_3,Nivel_4,0.0,0.0
34,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,Latinoamerica,Maestría,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
25,Private,Married-civ-spouse,Wife,White,Female,50,>50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Local-gov,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
38,Private,Married-civ-spouse,Husband,White,Male,60,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
43,Private,Never-married,Unmarried,Black,Female,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
49,Local-gov,Married-civ-spouse,Husband,Black,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Divorced,Not-in-family,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
57,Private,Divorced,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
24,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
44,Self-emp-inc,Married-civ-spouse,Husband,White,Male,58,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
34,Private,Divorced,Not-in-family,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
29,Local-gov,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
29,Private,Never-married,Unmarried,Black,Female,40,<=50K,EEUU,Basica_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
48,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
38,Private,Never-married,Not-in-family,White,Male,36,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
42,Local-gov,Divorced,Unmarried,White,Female,50,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
53,Private,Widowed,Unmarried,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
29,Private,Never-married,Not-in-family,White,Female,55,<=50K,EEUU,Escuela profesional,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
59,Private,Married-civ-spouse,Husband,White,Male,72,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
31,Private,Never-married,Unmarried,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
34,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
51,Private,Divorced,Not-in-family,White,Male,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_6,0.0,7.847762537473608
25,Private,Never-married,Own-child,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_2,Nivel_4,8.393216011596527,0.0
28,,Divorced,Own-child,White,Female,10,<=50K,EEUU,Secundaria_Completa,,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_5,0.0,7.522400231387125
46,Private,Divorced,Not-in-family,White,Female,48,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
45,Private,Never-married,Unmarried,Black,Female,40,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Other-relative,Black,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
33,Private,Divorced,Not-in-family,White,Female,42,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
44,Private,Married-civ-spouse,Wife,White,Female,20,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
25,Private,Never-married,Own-child,White,Male,40,<=50K,Latinoamerica,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
48,State-gov,Divorced,Own-child,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
33,Self-emp-not-inc,Married-civ-spouse,Wife,White,Female,50,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,8.04044688130311,0.0
20,Private,Married-civ-spouse,Other-relative,White,Female,30,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
23,Private,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
71,Private,Widowed,Not-in-family,White,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,State-gov,Never-married,Not-in-family,White,Female,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
36,Private,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_7,Nivel_4,9.617470759403409,0.0
27,Private,Never-married,Other-relative,White,Male,60,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
40,Private,Never-married,Not-in-family,White,Female,35,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
30,Private,Divorced,Unmarried,White,Male,50,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
30,State-gov,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Servicios,Nivel_3,Nivel_4,0.0,0.0
30,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
35,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_2,Nivel_4,8.519989278718239,0.0
39,Private,Never-married,Unmarried,Black,Female,40,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
39,Federal-gov,Married-civ-spouse,Husband,White,Male,50,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
74,Private,Married-civ-spouse,Husband,Black,Male,40,<=50K,EEUU,Basica_Incompleta,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
32,Self-emp-inc,Married-civ-spouse,Husband,White,Male,50,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_7,Nivel_4,9.617470759403409,0.0
25,Private,Married-civ-spouse,Husband,Black,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
64,Private,Divorced,Unmarried,White,Female,40,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
47,Self-emp-not-inc,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_7,Nivel_4,8.895492631451633,0.0
37,Private,Married-civ-spouse,Wife,White,Female,37,>50K,EEUU,Universitaria,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
47,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
33,Private,Married-civ-spouse,Husband,White,Male,40,>50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
40,Private,Divorced,Unmarried,White,Female,40,>50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
22,Private,Never-married,Not-in-family,Black,Male,80,<=50K,EEUU,Secundaria_Completa,Servicios,Nivel_3,Nivel_4,0.0,0.0
56,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
37,Private,Never-married,Own-child,White,Female,55,<=50K,EEUU,Secundaria_Completa,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
30,Self-emp-inc,Married-civ-spouse,Husband,White,Male,70,<=50K,EEUU,Tecnica_o_Universitaria_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
20,Private,Never-married,Not-in-family,White,Female,35,<=50K,Europa,Basica_Incompleta,Administrativo_Especializado,Nivel_3,Nivel_4,0.0,0.0
53,State-gov,Married-civ-spouse,Husband,White,Male,38,>50K,EEUU,Maestría,Administrativo_Especializado,Nivel_7,Nivel_4,9.617470759403409,0.0
43,Private,Married-civ-spouse,Husband,White,Male,48,>50K,EEUU,Universitaria,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
23,Private,Married-civ-spouse,Husband,White,Male,40,<=50K,EEUU,Secundaria_Completa,Operativo_Manual,Nivel_3,Nivel_4,0.0,0.0
